distance_km,dist_to_600,co2_train_kg,co2_avion_kg,vehicule_type,origin_station_traffic,origin_city_population,dest_station_traffic,dest_city_population,ratio_origin,ratio_dest,trip_count_corridor,trip_count_origin,service_share,is_substitutable
180.6625897313497,-419.3374102686503,10.357386269298278,105.44692010671736,12,355303.0,9424.0,996871.0,22174.0,37.70193123938879,44.95675114999549,8.0,409.0,0.0195599022004889,1
146.29826273527604,-453.701737264724,1.1613156095926214,93.1349772441298,12,966833.0,26241.0,466159.0,6670.0,36.84436568728326,69.88890554722639,15.0,285.0,0.0526315789473684,1
114.20805812426632,-485.7919418757337,0.906583565390426,74.45253539470764,8,7871334.0,519127.0,111228.0,8658.0,15.162636503206345,12.846846846846846,7.0,3211.0,0.0021800062285892,1
106.95588792695456,-493.0441120730454,0.8490158383641654,68.03584090593222,12,229213.0,22858.0,154782.0,2890.0,10.027692711523319,53.55778546712803,66.0,298.0,0.2214765100671141,1
466.8097858881968,-133.1902141118032,26.762205024970324,99.39281039078874,10,9515104.0,122572.0,3283288.0,64458.0,77.62869170773097,50.93685810915635,2.0,2216.0,0.0009025270758122,1
108.33284338567869,-491.6671566143213,0.8599461107955174,69.08726750202936,12,114093491.0,2103778.0,9003.0,336.0,54.232666659695084,26.794642857142858,9.0,629.0,0.0143084260731319,1
724.837554763707,124.83755476370698,5.753760509714306,183.97697309861107,12,227651.0,0.0,0.0,4385.0,0.0,0.0,2.0,4.0,0.5,0
112.3717148366148,-487.6282851633852,0.0991118524858942,80.85316096755132,12,0.0,0.0,0.0,18362.0,0.0,0.0,356.0,2031.0,0.1752831117676021,1
104.57928665360672,-495.4207133463933,0.8301503774563301,66.89486899414617,12,7013155.0,139259.0,1376111.0,25068.0,50.36051529883167,54.895125259294716,57.0,131.0,0.4351145038167939,1
463.8702149645334,-136.12978503546663,3.6822017663884656,102.7003951991219,12,51699.0,51729.0,3283288.0,64458.0,0.9994200545148756,50.93685810915635,8.0,23.0,0.3478260869565217,1
178.2583654747471,-421.7416345252529,5.345611863856717,117.15940650626568,12,88225.0,9511.0,4355591.0,151839.0,9.276101356324256,28.685588024157166,34.0,69.0,0.4927536231884058,1
164.36247048867315,-435.6375295113269,3.189289377362214,109.07674039616184,7,0.0,22545.0,0.0,0.0,0.0,0.0,40.0,6133.0,0.006522093592043,1
150.45319244082762,-449.5468075591724,8.625481522632649,98.46958275149136,12,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1256.0,0.0111464968152866,1
156.3784815026022,-443.6215184973978,1.2413323861676564,104.76412970371648,6,741837.0,886040.0,12131450.0,357737.0,0.8372500112861722,33.9116445880633,2.0,239.0,0.00836820083682,1
